H-1B Sponsorship Data- Healthcare & Public Health Administration FY'25 (Till 30-Sep-2025)  Prepared by : Srirams_chronicles,,,,,,,,,,,
This data is prepared based on the information in USCIS H1B Data website (Srirams_chronicles is not responsible for any unforeseen isssues with employers sponsoring H-1B),,,,,,,,,,,
Sl No,Fiscal Year,Employer (Petitioner) Name,Tax ID,Industry (NAICS) Code,Petitioner City,Petitioner State,Petitioner Zip Code,Initial Approval,Initial Denial,Continuing Approval,Continuing Denial
866,2025,ONE ON ONE PHYSICAL THERAPY LLC D B A JAG PHYSICAL THERAPY,8506,62 - Health Care and Social Assistance,BRIDGEWATER,NJ,8807,2,0,1,0
867,2025,OPEN ARMS CHILD DEVELOPMENT CENTER,9557,62 - Health Care and Social Assistance,FAIRBANKS,AK,99709,2,0,0,0
868,2025,OPTIMUM CARE SERVICES LLC,2357,62 - Health Care and Social Assistance,SICKLERVILLE,NJ,8081,2,2,0,0
869,2025,ORANGE CITY MUNICIPAL HOSPITAL D B,8405,62 - Health Care and Social Assistance,ORANGE CITY,IA,51041,2,0,0,0
870,2025,ORLANDO HEALTH MEDICAL GROUP INC,9553,62 - Health Care and Social Assistance,ORLANDO,FL,32806,2,0,4,0
871,2025,OWENSBORO HEALTH MEDICAL GROUP INC,7638,62 - Health Care and Social Assistance,OWENSBORO,KY,42303,2,0,1,0
872,2025,PANA COMMUNITY HOSPITAL,2326,62 - Health Care and Social Assistance,PANA,IL,62557,2,0,0,0
873,2025,PAVING THE WAY MULTI SERVICE INSTITUTE,9514,62 - Health Care and Social Assistance,WASHINGTON,DC,20032,2,0,0,0
874,2025,PCP FOR LIFE PA,3286,62 - Health Care and Social Assistance,HOUSTON,TX,77070,2,0,0,0
875,2025,PCRMC MEDICAL GROUP INC D B A PHELPS HEALTH MEDICAL GROUP,5610,62 - Health Care and Social Assistance,ROLLA,MO,65401,2,0,0,0
876,2025,PEACH TREE HEALTHCARE,1679,62 - Health Care and Social Assistance,MARYSVILLE,CA,95901,2,0,0,0
877,2025,PHELPS MEMORIAL HEALTH CENTER,1628,62 - Health Care and Social Assistance,HOLDREGE,NE,68949,2,0,0,0
878,2025,PHYSICIAN GROUPS L C D B A BJC MEDICAL GROUP OF MISSOURI,1957,62 - Health Care and Social Assistance,ST LOUIS,MO,63141,2,0,0,0
879,2025,PIEDMONT MEDICAL CARE CORPORATION,2768,62 - Health Care and Social Assistance,ATLANTA,GA,30318,2,0,2,0
880,2025,PIEDMONT NEWTON HOSPITAL INC,5150,62 - Health Care and Social Assistance,ATLANTA,GA,30318,2,0,0,0
881,2025,PIEDMONT ROCKDALE HOSPITAL INC,9841,62 - Health Care and Social Assistance,ATLANTA,GA,30318,2,0,0,0
882,2025,PINCKNEYVILLE COMMUNITY HOSPITAL,6955,62 - Health Care and Social Assistance,PINCKNEYVILLE,IL,62274,2,0,0,0
883,2025,PINN CLINICS P S,685,62 - Health Care and Social Assistance,BIRMINGHAM,AL,35242,2,0,0,0
884,2025,PITT COUNTY MEMORIAL HOSPITAL INC D B A ECU HEALTH MEDICAL CENTER A K,5243,62 - Health Care and Social Assistance,GREENVILLE,NC,27834,2,0,0,0
885,2025,PORTERCARE ADVENTIST HEALTH SYSTEM,8224,62 - Health Care and Social Assistance,ALTAMONTE SPRINGS,FL,32701,2,0,0,0
886,2025,PRO FORM PHYSICAL THERAPY PC,3739,62 - Health Care and Social Assistance,BRONX,NY,10453,2,0,0,0
887,2025,PROEX PHYSICAL THERAPY LLC,5658,62 - Health Care and Social Assistance,STRATHAM,NH,3885,2,0,0,0
888,2025,"PROJECT VISION, INC.",3881,62 - Health Care and Social Assistance,CHICAGO,IL,60616,2,0,0,0
889,2025,PROVIDENCE HEALTH AND SERVICES - W,6732,62 - Health Care and Social Assistance,RENTON,WA,98057,2,0,0,0
890,2025,PSYCHIATRIC MEDICAL ASSOCIATES PA,1879,62 - Health Care and Social Assistance,PLANO,TX,75093,2,0,0,0
891,2025,PUBLIC HOSPITAL DIST NO 1 OF MASON COUNTY,6763,62 - Health Care and Social Assistance,SHELTON,WA,98584,2,0,0,0
892,2025,QUANTUM EMERGENCY PHYSICIANS P A DBA QUANTUM HOSPITALIST PHYSICIANS P,7615,62 - Health Care and Social Assistance,KNOXVILLE,TN,37919,2,0,0,0
893,2025,QUEST DIAGNOSTICS INCORPORATED,7862,62 - Health Care and Social Assistance,SECAUCUS,NJ,7094,2,0,22,0
894,2025,RADIOLOGY SPECIALISTS LTD D B A RED ROCK RADIOLOGY ASSOCIATES,9638,62 - Health Care and Social Assistance,LAS VEGAS,NV,89128,2,0,0,0
895,2025,RCHP-FLORENCE LLC,1336,62 - Health Care and Social Assistance,BRENTWOOD,TN,37072,2,0,1,0
896,2025,RED OAKS MEDICAL GROUP INC,150,62 - Health Care and Social Assistance,RED BLUFF,CA,96080,2,0,0,0
897,2025,REGIONAL EMPLOYEE ASSISTANCE PROGRAM,3386,62 - Health Care and Social Assistance,CORSICANA,TX,75109,2,0,0,0
898,2025,REGIONAL HEALTH SERVICES INC,3958,62 - Health Care and Social Assistance,PITTSBURGH,PA,15219,2,0,1,0
899,2025,REHAB EMPLOYEE SERVICES LLC,9748,62 - Health Care and Social Assistance,BIRMINGHAM,AL,35242,2,0,0,0
900,2025,REID PHYSICIAN ASSOCIATES INC,6555,62 - Health Care and Social Assistance,RICHMOND,IN,47374,2,0,0,0
901,2025,REJOICE HOME CARE SERVICES LLC,533,62 - Health Care and Social Assistance,PHILADELPHIA,PA,19107,2,0,0,0
902,2025,RELIABLE REHAB PT PC,2325,62 - Health Care and Social Assistance,STATEN ISLAND,NY,10314,2,0,0,0
903,2025,RELIANT PRO REHAB LLC,9073,62 - Health Care and Social Assistance,PLANO,TX,75024,2,0,2,0
904,2025,RELIAS EMPLOYMENT SERVICES LLC,6315,62 - Health Care and Social Assistance,TUPELO,MS,38804,2,0,0,0
905,2025,RESILIENCE HEALTHCARE - WEST SUBUR,9386,62 - Health Care and Social Assistance,OAK PARK,IL,60302,2,0,0,0
906,2025,RHODE ISLAND MEDICAL IMAGING INC,8025,62 - Health Care and Social Assistance,WARWICK,RI,2886,2,0,1,0
907,2025,RIDGECREST REGIONAL HOSPITAL,2686,62 - Health Care and Social Assistance,RIDGECREST,CA,93555,2,0,4,0
908,2025,RIVERSIDE HEALTHCARE,7726,62 - Health Care and Social Assistance,KANKAKEE,IL,60901,2,0,1,0
909,2025,RIVERSIDE PHYSICIAN SERVICES INC D B A RIVERSIDE MEDICAL GROUP,9724,62 - Health Care and Social Assistance,NEWPORT NEWS,VA,23601,2,0,3,0
910,2025,ROCKFORD HEALTH PHYSICIANS D B A MERCYHEALTH PHYSICIANS,7436,62 - Health Care and Social Assistance,ROCKFORD,IL,61103,2,0,0,0
911,2025,ROUNDGLASS LLC,2242,62 - Health Care and Social Assistance,BELLEVUE,WA,98004,2,0,0,0
912,2025,SAINT JOSEPH REGIONAL HEALTH CENTER,2696,62 - Health Care and Social Assistance,BRYAN,TX,77802,2,0,2,0
913,2025,SAINT PETERS UNIVERSITY HOSPITAL I,7330,62 - Health Care and Social Assistance,NEW BRUNSWICK,NJ,8901,2,0,0,0
914,2025,SAKAKAWEA MEDICAL CENTER,8379,62 - Health Care and Social Assistance,HAZEN,ND,58545,2,0,0,0
915,2025,SAMARITAN MEDICAL CENTER,3577,62 - Health Care and Social Assistance,WATERTOWN,NY,13601,2,0,1,0
916,2025,SAN JOAQUIN COMMUNITY HOSPITAL D B A ADVENTIST HEALTH BAKERSFIELD,4234,62 - Health Care and Social Assistance,BAKERSFIELD,CA,93301,2,0,0,0
917,2025,SAN JOAQUIN COUNTY CLINICS D B A SAN JOAQUIN HEALTH CENTERS,531,62 - Health Care and Social Assistance,FRENCH CAMP,CA,95231,2,0,0,0
918,2025,SANFORD,8956,62 - Health Care and Social Assistance,FARGO,ND,58102,2,1,0,0
919,2025,SANFORD BISMARCK,6700,62 - Health Care and Social Assistance,SIOUX FALLS,SD,57105,2,0,6,0
920,2025,SAYLANI WELFARE TRUST USA,9826,62 - Health Care and Social Assistance,CHICAGO,IL,60611,2,0,0,0
921,2025,SCOTT AND WHITE HOSPITAL ROUND ROC,9695,62 - Health Care and Social Assistance,DALLAS,TX,75246,2,0,0,0
922,2025,SCOTT AND WHITE MEMORIAL HOSPITAL,6904,62 - Health Care and Social Assistance,DALLAS,TX,75246,2,0,0,0
923,2025,"SENIORS RISING HOMES, INC.",338,62 - Health Care and Social Assistance,SCOTTSDALE,AZ,85250,2,0,0,0
924,2025,SEVEN STAR HOSPITAL ASSOCIATES INC,2091,62 - Health Care and Social Assistance,HEMET,CA,92543,2,0,0,0
925,2025,SHAH ANUJ MD PC,9867,62 - Health Care and Social Assistance,PASSAIC,NJ,7055,2,0,0,0
926,2025,SHANE RETINA PA,3062,62 - Health Care and Social Assistance,SARASOTA,FL,34243,2,0,0,0
927,2025,SHASTA REGIONAL MEDICAL GROUP INC,9286,62 - Health Care and Social Assistance,REDDING,CA,96001,2,0,0,0
928,2025,SHELBY COUNTY CHRIS A MYRTUE MEMOR,7826,62 - Health Care and Social Assistance,HARLAN,IA,51537,2,0,0,0
929,2025,SHELBY COUNTY GOVERNMENT,841,92 - Public Administration,MEMPHIS,TN,38103,2,0,1,0
930,2025,SHEPPARD PRATT HEALTH SYSTEM INC,1684,62 - Health Care and Social Assistance,TOWSON,MD,21286,2,0,0,0
931,2025,SINAI HEALTH SYSTEM D B A SINAI CHICAGO,6895,62 - Health Care and Social Assistance,CHICAGO,IL,60608,2,0,0,0
932,2025,SKY LAKES MEDICAL CENTER INC,8781,62 - Health Care and Social Assistance,KLAMATH FALLS,OR,97601,2,0,2,0
933,2025,SLOCUM-DICKSON MEDICAL GROUP PLLC,2623,62 - Health Care and Social Assistance,NEW HARTFORD,NY,13413,2,0,0,0
934,2025,SMH PHYSICIAN SERVICES INC,2900,62 - Health Care and Social Assistance,SARASOTA,FL,34239,2,0,0,0
935,2025,SOUND PHYSICIANS OF MASSACHUSETTS INC,8825,62 - Health Care and Social Assistance,BRENTWOOD,TN,37027,2,0,0,0
936,2025,SOUTH LINCOLN HOSPITAL DISTRICT,8950,62 - Health Care and Social Assistance,KEMMERER,WY,83101,2,0,0,0
937,2025,SOUTH SHORE MENTAL HEALTH CENTER I,7185,62 - Health Care and Social Assistance,BRAINTREE,MA,2184,2,0,0,0
938,2025,SOUTHCOAST PHYSICIANS GROUP INC,3314,62 - Health Care and Social Assistance,FAIRHAVEN,MA,2719,2,0,3,0
939,2025,SOUTHWEST MEDICAL ASSOCIATES LLC D B A LOVELACE MEDICAL GROUP,7237,62 - Health Care and Social Assistance,ALBUQUERQUE,NM,87110,2,0,0,0
940,2025,SPARROW CARSON HOSPITAL,180,62 - Health Care and Social Assistance,CARSON CITY,MI,48811,2,0,0,0
941,2025,SPAULDING REHABILITATION HOSPITAL,1124,62 - Health Care and Social Assistance,SOMERVILLE,MA,2145,2,0,0,0
942,2025,SPECTRUM HEALTHCARE PARTNERS,40,62 - Health Care and Social Assistance,SOUTH PORTLAND,ME,4106,2,0,2,0
943,2025,SPRING REHAB PT PC,775,62 - Health Care and Social Assistance,BROOKLYN,NY,11218,2,0,0,0
944,2025,ST BERNARDS HOSPITAL INC D B A ST BERNARDS MEDICAL CENTER,19,62 - Health Care and Social Assistance,JONESBORO,AR,72401,2,0,1,0
945,2025,ST FRANCIS HOSPITAL AND HEART CENT,523,62 - Health Care and Social Assistance,ROSLYN,NY,11576,2,0,0,0
946,2025,ST JOSEPH HOSPITAL OF NASHUA N H,2215,62 - Health Care and Social Assistance,NASHUA,NH,3060,2,0,0,0
947,2025,ST LOUIS CHILDRENS HOSPITAL,4870,62 - Health Care and Social Assistance,ST LOUIS,MO,63110,2,0,9,0
948,2025,ST LUKES HEALTH SYSTEM LTD,681,62 - Health Care and Social Assistance,BOISE,ID,83712,2,0,0,0
949,2025,ST LUKES ROOSEVELT HOSPITAL CENTER,7301,62 - Health Care and Social Assistance,NEW YORK,NY,10029,2,0,1,0
950,2025,ST VINCENT MEDICAL GROUP,696,62 - Health Care and Social Assistance,LITTLE ROCK,AR,72205,2,0,2,1
951,2025,"ST. JOHN'S LUTHERAN HOSPITAL, INC.",1755,62 - Health Care and Social Assistance,LIBBY,MT,59923,2,0,0,0
952,2025,STARGAIT MANAGEMENT GROUP INC,5583,62 - Health Care and Social Assistance,VANCOUVER,WA,98685,2,0,0,0
953,2025,"STARK MEDICINE, KHURANA, JEIDER PLLC DBA NEVADA MENTAL HEALTH",2698,62 - Health Care and Social Assistance,LAS VEGAS,NV,89146,2,0,0,0
954,2025,STATE WATERRESOURCES CONTROL BOARD,1986,92 - Public Administration,SACRAMENTO,CA,95814,2,0,0,0
955,2025,SULLIVAN COUNTY MEMORIAL HOSPITAL,5595,62 - Health Care and Social Assistance,MILAN,MO,63556,2,0,0,0
956,2025,TENET EMPLOYMENT INC.,805,62 - Health Care and Social Assistance,DALLAS,TX,75254,2,0,8,0
957,2025,TEXAS HEALTH AND HUMAN SERVICES COMMISSION,8006,62 - Health Care and Social Assistance,AUSTIN,TX,78751,2,0,3,0
958,2025,TEXAS HEALTH RESOURCES,2388,62 - Health Care and Social Assistance,ARLINGTON,TX,76011,2,0,8,0
959,2025,THAYER COUNTY HEALTH SERVICES,7838,62 - Health Care and Social Assistance,HEBRON,NE,68370,2,0,1,0
960,2025,THE BROOKLYN HOSPITAL CENTER,755,62 - Health Care and Social Assistance,BROOKLYN,NY,11201,2,0,0,0
961,2025,THE CARLE FOUNDATION,3465,62 - Health Care and Social Assistance,CHAMPAIGN,IL,61822,2,0,2,0
962,2025,THE DCH HEALTH CARE AUTHORITY,271,62 - Health Care and Social Assistance,TUSCALOOSA,AL,35401,2,0,0,0
963,2025,THE FINLEY HOSPITAL D B A UNITYPOI,354,62 - Health Care and Social Assistance,DUBUQUE,IA,52001,2,0,0,0
964,2025,THE NEPHROLOGY GROUP INC,3758,62 - Health Care and Social Assistance,FRESNO,CA,93726,2,0,0,0
965,2025,THE SMILE MISSION SOUTH MIAMI PLLC,5152,62 - Health Care and Social Assistance,MIAMI,FL,33157,2,0,1,0
966,2025,THE STATE OF NEBRASKA DEPARTMENT OF TRANSPORTATION,1233,92 - Public Administration,LINCOLN,NE,68502,2,0,0,0
967,2025,THE TROY HOSPITAL HEALTH CARE AUTHORITY DBA TROY REGIONAL MEDICAL CEN,4178,62 - Health Care and Social Assistance,TROY,AL,36081,2,0,0,0
968,2025,THE UNIVERSITY OF VIRGINIA PHYSICIANS GROUP,4769,62 - Health Care and Social Assistance,CHARLOTTESVILLE,VA,22903,2,0,7,1
969,2025,TRANSCULTURAL CARE,1434,62 - Health Care and Social Assistance,OXFORD,MS,38655,2,0,0,0
970,2025,TREMONT ROAD DENTAL SUPER PC DBA SPENCER DENTAL AND BRACES,1849,62 - Health Care and Social Assistance,ATLANTA,GA,30339,2,0,1,0
971,2025,TRINITY HEALTH,6558,62 - Health Care and Social Assistance,MINOT,ND,58701,2,0,3,0
972,2025,TRINITY HEALTH,6558,62 - Health Care and Social Assistance,MINOT,ND,58702,2,0,0,0
973,2025,TYRONE HOSPITAL DBA PENN HIGHLANDS TYRONE,116,62 - Health Care and Social Assistance,TYRONE,PA,16686,2,0,0,0
974,2025,UMASS MEMORIAL HEALTH CARE INC,8566,62 - Health Care and Social Assistance,WORCESTER,MA,1605,2,0,0,0
975,2025,UNC PHYSICIANS NETWORK LLC,1647,62 - Health Care and Social Assistance,MORRISVILLE,NC,27560,2,0,0,0
976,2025,UNION HOSPITAL INC,6396,62 - Health Care and Social Assistance,TERRE HAUTE,IN,47804,2,0,0,0
977,2025,UNITED CEREBRAL PALSY ASSOCIATIONS,3856,62 - Health Care and Social Assistance,BREWSTER,NY,10509,2,2,0,0
978,2025,UNITED MEMORIAL MEDICAL CENTER,3029,62 - Health Care and Social Assistance,ROCHESTER,NY,14617,2,0,1,0
979,2025,"UNITED NEUROSCIENCE, INC.",1056,62 - Health Care and Social Assistance,BAKERSFIELD,CA,93311,2,0,0,0
980,2025,UNITY HEALTHCARE SERVICES,122,62 - Health Care and Social Assistance,DOVER,DE,19901,2,0,0,0
981,2025,UNIV OF CALIFORNIA SAN FRANCISCO,6493,62 - Health Care and Social Assistance,SAN FRANCISCO,CA,94143,2,0,6,0
982,2025,UNIVERSITY HOSPITALS HOME CARE SERVICES INC,7536,62 - Health Care and Social Assistance,WARRENSVILLE HEIGHTS,OH,44128,2,0,0,0
983,2025,UNIVERSITY OF CINCINNATI PHYSICIANS INC,6809,62 - Health Care and Social Assistance,CINCINNATI,OH,45219,2,0,1,0
984,2025,UNIVERSITY OF COLORADO HEALTH D B A UCHEALTH,2631,62 - Health Care and Social Assistance,DENVER,CO,80230,2,0,0,0
985,2025,UNIVERSITY OF MARYLAND CHARLES REGIONAL MEDICAL CENTER,5374,62 - Health Care and Social Assistance,LA PLATA,MD,20646,2,0,0,0
986,2025,UNIVERSITY OF MARYLAND MEDICAL CENTER LLC,3777,62 - Health Care and Social Assistance,LINTHICUM,MD,21090,2,1,1,0
987,2025,UNIVERSITY OF OKLAHOMA,7987,92 - Public Administration,OKLAHOMA CITY,OK,73105,2,0,0,0
988,2025,UNIVERSITY OF RHODE ISLAND,522,92 - Public Administration,PROVIDENCE,RI,2908,2,0,0,0
989,2025,UNIVERSITY OF VERMONT HEALTH NETWORK MEDICAL GROUP INC,5105,62 - Health Care and Social Assistance,PLATTSBURGH,NY,12901,2,1,2,1
990,2025,UNIVERSITY PHYSICIANS OF BROOKLYN,652,62 - Health Care and Social Assistance,BROOKLYN,NY,11203,2,0,0,0
991,2025,UNMC PHYSICIANS,5575,62 - Health Care and Social Assistance,OMAHA,NE,68198,2,0,8,0
992,2025,USACS MEDICAL GROUP OF TEXAS PLLC,61,62 - Health Care and Social Assistance,CANTON,OH,44718,2,0,0,0
993,2025,UVA COMMUNITY HEALTH MEDICAL GROUP LLC,4786,62 - Health Care and Social Assistance,MANASSAS,VA,20110,2,0,0,0
994,2025,VALLEY CHILDRENS SPECIALTY MEDICAL GROUP INC,620,62 - Health Care and Social Assistance,MADERA,CA,93636,2,0,1,0
995,2025,VASSAR BROTHERS MEDICAL CENTER,8586,62 - Health Care and Social Assistance,POUGHKEEPSIE,NY,12061,2,0,0,0
996,2025,VI GOVERNMENT HOSPITAL AND HEALTH FACILITIES CORPORATION D B A SCHNEI,3658,62 - Health Care and Social Assistance,ST THOMAS,VI,802,2,0,0,0
997,2025,VIRGINIA DENTAL PRACTICE ASSOCIATES PC,7687,62 - Health Care and Social Assistance,HAMPTON,VA,23666,2,0,0,0
998,2025,VITAS HEALTHCARE,635,62 - Health Care and Social Assistance,MIRAMAR,FL,33025,2,0,1,0
999,2025,"VITUITY-FLORIDA, PLLC DBA VITUITY",2113,62 - Health Care and Social Assistance,EMERYVILLE,CA,94608,2,0,0,0
1000,2025,"VITUITY-FLORIDA, PLLC DBA VITUITY",4000,62 - Health Care and Social Assistance,EMERYVILLE,CA,94608,2,0,3,0
"1,001",2025,VITUITY-INDIANA LLC D B A VITUITY,9438,62 - Health Care and Social Assistance,EMERYVILLE,CA,94608,2,0,0,0
1002,2025,WALKER INC,1186,62 - Health Care and Social Assistance,NEEDHAM,MA,2492,2,0,2,0
"1,003",2025,WALTER KIDDE PORTABLE EQUIPMENT INC,5035,92 - Public Administration,PALM BEACH GARDENS,FL,33410,2,0,0,0
1004,2025,WARD MEMORIAL HOSPITAL,1193,62 - Health Care and Social Assistance,MONAHANS,TX,79756,2,0,0,0
"1,005",2025,WAYMARK INC,8993,62 - Health Care and Social Assistance,SAN FRANCISCO,CA,94115,2,0,0,0
1006,2025,WEISS MEMORIAL HOSPITAL LLC,7418,62 - Health Care and Social Assistance,CHICAGO,IL,60640,2,0,0,0
"1,007",2025,"WELLMONT MEDICAL ASSOCIATES, INC.",8372,62 - Health Care and Social Assistance,KINGSPORT,TN,37660,2,0,1,0
1008,2025,WELLSPAN HEALTH,7863,62 - Health Care and Social Assistance,YORK,PA,17402,2,0,0,0
"1,009",2025,WELLSTAR MEDICAL GROUP LLC,8647,62 - Health Care and Social Assistance,MARIETTA,GA,30912,2,0,0,0
1010,2025,WENATCHEE VALLEY MEDICAL GROUP PS,7181,62 - Health Care and Social Assistance,WENATCHEE,WA,98801,2,0,1,0
"1,011",2025,WEST PENN ALLEGHENY HEALTH SYSTEM,9492,62 - Health Care and Social Assistance,PITTSBURGH,PA,15212,2,0,2,0
1012,2025,WEST SUBURBAN MEDICAL CENTER,9386,62 - Health Care and Social Assistance,OAK PARK,IL,60302,2,0,0,0
"1,013",2025,WEST VIRGINIA UNIVERSITY HOSPITALS,3304,62 - Health Care and Social Assistance,MORGANTOWN,WV,26506,2,0,1,0
1014,2025,WESTCHESTER MEDICAL CENTER ADVANCED PHYSICIAN SERVICES P C,9927,62 - Health Care and Social Assistance,HAWTHORNE,NY,10532,2,0,0,0
"1,015",2025,WI CARE NURSING AND CLINICAL LABORATORY SERVICES LLP,2193,62 - Health Care and Social Assistance,COVINGTON,KY,41015,2,0,0,0
1016,2025,YOUTH OPPORTUNITIES UPHELD INC,2665,62 - Health Care and Social Assistance,WORCESTER,MA,1603,2,0,0,0
"1,017",2025,3C COMMUNITY CLINIC,5941,62 - Health Care and Social Assistance,LOS ANGELES,CA,90006,1,0,0,0
1018,2025,3RD JUDICIAL DISTRICT ATTORNEYS OFFICE,854,92 - Public Administration,WALSENBERG,CO,81089,1,0,0,0
"1,019",2025,7 MAGIC FLOWERS,2399,62 - Health Care and Social Assistance,CAMPBELL,CA,95008,1,0,0,0
1020,2025,24 ON PHYSICIANS OF CALIFORNIA PC,1257,62 - Health Care and Social Assistance,ALPHARETTA,GA,30004,1,0,0,0
"1,021",2025,24 SEVEN HOME CARE INC,1988,62 - Health Care and Social Assistance,BROOKLYN PARK,MN,55428,1,0,0,0
1022,2025,31 EAST 32ND STREET CHIROPRACTIC PLLC,9993,62 - Health Care and Social Assistance,NEW YORK,NY,10016,1,0,0,0
"1,023",2025,86BORDERS LLC,6001,62 - Health Care and Social Assistance,ATLANTA,GA,30327,1,0,0,0
1024,2025,304 CAMBRIDGE DC LLC,3100,62 - Health Care and Social Assistance,WOBURN,MA,1801,1,0,0,0
"1,025",2025,613 HAMMONDS LANE OPERATIONS LLC D B A HAMMONDS LANE CENTER,6065,62 - Health Care and Social Assistance,KENNETT SQUARE,PA,19348,1,0,0,0
1026,2025,A AND E MEDICAL GROUP A PROFESSIONAL NURSING CORPORATION,8458,62 - Health Care and Social Assistance,GLENDALE,CA,91203,1,0,0,0
"1,027",2025,A G RHODES HOME - COBB INC D B A A,5826,62 - Health Care and Social Assistance,ATLANTA,GA,30327,1,0,1,0
1028,2025,A JOYFUL ADULT HEALTH CARE CENTER LLC,2443,62 - Health Care and Social Assistance,WOBURN,MA,1801,1,0,0,0
"1,029",2025,A LIFE SAVER HOME CARE LLC,5249,62 - Health Care and Social Assistance,KATY,TX,77493,1,0,0,0
1030,2025,A TO Z PHYSICAL THERAPY PC,3706,62 - Health Care and Social Assistance,HOWARD BEACH,NY,11414,1,0,1,0
"1,031",2025,A.R.E.B.A CASRIEL INC.,3707,62 - Health Care and Social Assistance,BROOKLYN,NY,11212,1,0,0,0
1032,2025,ABINGDON PHYSICIAN PARTNERS,5346,62 - Health Care and Social Assistance,ABINGDON,VA,24211,1,0,0,0
"1,033",2025,ABSOLUTE REHAB PT PC,8133,62 - Health Care and Social Assistance,BROOKLYN,NY,11237,1,0,0,0
1034,2025,ACADIA HOSPITAL,9837,62 - Health Care and Social Assistance,BANGOR,ME,4402,1,0,0,0
"1,035",2025,ACCESS DENTAL MANAGEMENT ILLINOIS LLC DBA ACCESS DENTAL,647,62 - Health Care and Social Assistance,IRVING,TX,75063,1,0,0,0
1036,2025,"ACCESS PHYSICAL THERAPY WELLNESS ROCKLAND, PLLC",2469,62 - Health Care and Social Assistance,CAMPBELL HALL,NY,10916,1,0,0,0
"1,037",2025,ACCESSIBLE SPACE INC,242,62 - Health Care and Social Assistance,SAINT PAUL,MN,55114,1,0,0,0
1038,2025,ACCOMPANY HEALTH INC,620,62 - Health Care and Social Assistance,BETHESDA,MD,20814,1,0,1,0
"1,039",2025,ACE HEALTHCARE RESOURCES LLC,7571,62 - Health Care and Social Assistance,HICKSVILLE,NY,11801,1,0,0,0
1040,2025,ACMH INC,3784,62 - Health Care and Social Assistance,NEW YORK,NY,10001,1,0,3,0
"1,041",2025,ACTION THERAPY CENTERS LP,9610,62 - Health Care and Social Assistance,HOUSTON,TX,77042,1,0,0,0
1042,2025,ACTIVE UNITED CARE PHYSICAL THERAP,7620,62 - Health Care and Social Assistance,JAMAICA,NY,11432,1,0,0,0
"1,043",2025,ACUPUNCTURE HERBS AND BEYOND LLC,1273,62 - Health Care and Social Assistance,NATICK,MA,1760,1,0,0,0
1044,2025,ACUTIS DIAGNOSTICS INC,784,62 - Health Care and Social Assistance,HICKSVILLE,NY,11801,1,0,0,0
"1,045",2025,ADAM MILESKI DDS PLLC,7484,62 - Health Care and Social Assistance,SPOKANE VALLEY,WA,99212,1,0,0,0
1046,2025,ADAPT ABA LLC,2919,62 - Health Care and Social Assistance,CHELMSFORD,MA,1824,1,0,0,0
"1,047",2025,ADFINITAS HEALTH LLC,6861,62 - Health Care and Social Assistance,HANOVER,MD,21076,1,0,0,0
1048,2025,ADMERA HEALTH LLC,5762,62 - Health Care and Social Assistance,SOUTH PLAINFIELD,NJ,7080,1,0,0,0
"1,049",2025,ADOBE CARE AND WELLNESS ARIZONA D B A ADOBE POPULATION HEALTH,9541,62 - Health Care and Social Assistance,PHOENIX,AZ,85020,1,0,0,0
1050,2025,ADORA CHILDCARE LLC,1768,62 - Health Care and Social Assistance,SIMPSONVILLE,SC,29681,1,0,0,0
"1,051",2025,ADTALEM GLOBAL EDUCATION INC,143,92 - Public Administration,CHICAGO,IL,60606,1,0,3,0
1052,2025,ADTALEM GLOBAL EDUCATION INC,143,92 - Public Administration,CHICAGO,IL,60661,1,0,1,0
"1,053",2025,ADULT AND CHILD MENTAL HEALTH CENT,4713,62 - Health Care and Social Assistance,INDIANAPOLIS,IN,46227,1,0,0,0
1054,2025,ADVANCE COMMUNITY HEALTH INC,4791,62 - Health Care and Social Assistance,RALEIGH,NC,27610,1,0,0,0
"1,055",2025,"ADVANCED PHYSICAL THERAPY, INC.",7667,62 - Health Care and Social Assistance,ANCHORAGE,AK,99507,1,0,3,0
1056,2025,ADVANTAGE DENTAL ORAL HEALTH AND VISION CENTER OF ALABAMA P C D B A A,2609,62 - Health Care and Social Assistance,ANNISTON,AL,36201,1,0,0,0
"1,057",2025,ADVANTAGE HEALTH ST MARYS MEDICAL GROUP DBA TRINITY HEALTH MEDICAL GR,1974,62 - Health Care and Social Assistance,GRAND RAPIDS,MI,49503,1,0,0,0
1058,2025,ADVANTAGE SENIOR CARE LLC,9899,62 - Health Care and Social Assistance,LOUISVILLE,KY,40214,1,0,0,0
"1,059",2025,ADVENTIST BOLINGBROOK HOSPITAL DBA UCHICAGO MEDICINE ADVENTHEALTH BOL,9504,62 - Health Care and Social Assistance,ALTAMONTE SPRINGS,FL,32701,1,0,0,0
1060,2025,ADVENTIST HEALTH SYSTEM SUNBELT IN,4459,62 - Health Care and Social Assistance,ALTAMONTE SPRINGS,FL,32714,1,0,10,0
"1,061",2025,ADVENTIST HEALTH SYSTEM SUNBELT INC D B A ADVENTHEALTH MINNEOLA,9658,62 - Health Care and Social Assistance,ALTAMONTE SPRINGS,FL,32701,1,0,0,0
1062,2025,ADVENTIST HEALTH SYSTEM SUNBELT INC D B A ADVENTHEALTH SEBRING,5553,62 - Health Care and Social Assistance,ALTAMONTE SPG,FL,32701,1,0,0,0
